client,bank,target,candidate,DeltaC,DeltaJ,DeltaAcc
5,A,clean,gaussian_noise,0.00011186232260746234,-24.205376994234705,8.227848101265822
5,A,clean,gaussian_blur,-0.0006561630064222026,-14.47774957321947,-5.69620253164557
5,B,clean,clean,0.0,0.0,0.0
5,B,clean,brightness_dark,-0.009748269257614942,-4557.448969115671,0.6329113924050633
5,B,clean,contrast_low,-0.0017828436389211787,-173.66290259835418,-15.189873417721518
5,B,clean,gaussian_noise,0.00016583089815840057,-22.591719412066215,6.329113924050633
5,B,clean,gaussian_blur,-0.0006937630596322106,-18.450178124520175,-6.329113924050633
5,A,brightness_dark,clean,0.0,0.0,0.0
5,A,brightness_dark,brightness_dark,-0.0021155445251874825,156.2879563663085,4.430379746835443
5,A,brightness_dark,contrast_low,-0.001245489243439763,55.73311816311241,-10.126582278481013
5,A,brightness_dark,gaussian_noise,0.00011466867624943726,-63.701905192632296,0.6329113924050633
5,A,brightness_dark,gaussian_blur,-0.0003794752961706109,39.18080538550012,-3.1645569620253164
5,B,brightness_dark,clean,0.0,0.0,0.0
5,B,brightness_dark,brightness_dark,-0.002175213260693938,154.36740718289116,5.063291139240507
5,B,brightness_dark,contrast_low,-0.0013366005378817334,49.887055894128,-10.759493670886076
5,B,brightness_dark,gaussian_noise,0.0001153226302027312,-61.66608118733171,0.6329113924050633
5,B,brightness_dark,gaussian_blur,-0.0004188190695588117,41.980907124197984,-3.1645569620253164
5,A,contrast_low,clean,0.0,0.0,0.0
5,A,contrast_low,brightness_dark,-0.0015252591342013754,-2565.447475570306,1.2658227848101267
5,A,contrast_low,contrast_low,-0.0004920098429063247,56.9468627618771,-3.1645569620253164
5,A,contrast_low,gaussian_noise,3.250145869912029e-05,-68.52030334706795,8.860759493670885
5,A,contrast_low,gaussian_blur,-9.781166220695778e-05,47.716198055329926,-5.69620253164557
5,B,contrast_low,clean,0.0,0.0,0.0
5,B,contrast_low,brightness_dark,-0.0015388750957045381,-1552.2689153637748,1.8987341772151898
5,B,contrast_low,contrast_low,-0.0005050899878112564,67.47071249190444,-5.063291139240507
5,B,contrast_low,gaussian_noise,2.8907433002843514e-05,-65.47977168218873,7.594936708860759
5,B,contrast_low,gaussian_blur,-0.0001017943369733811,49.54929431031802,-5.69620253164557
5,A,gaussian_noise,clean,0.0,0.0,0.0
5,A,gaussian_noise,brightness_dark,-0.012886926795804205,-5665.763580398745,2.5316455696202533
5,A,gaussian_noise,contrast_low,-0.0006654321829790253,-373.8115877188879,-11.39240506329114
5,A,gaussian_noise,gaussian_noise,2.734577706215097e-05,10.888954536027178,7.594936708860759
5,A,gaussian_noise,gaussian_blur,-0.0003297938014816212,-64.3070118907824,-8.227848101265822
5,B,gaussian_noise,clean,0.0,0.0,0.0
5,B,gaussian_noise,brightness_dark,-0.01243089877466547,-3427.112669574331,2.5316455696202533
5,B,gaussian_noise,contrast_low,-0.0004200604875679724,-408.73957930479423,-13.924050632911392
5,B,gaussian_noise,gaussian_noise,9.780659747117082e-05,13.28697017621904,7.594936708860759
5,B,gaussian_noise,gaussian_blur,-0.00028780052987639054,-75.66997947499507,-8.227848101265822
5,A,gaussian_blur,clean,0.0,0.0,0.0
5,A,gaussian_blur,brightness_dark,-0.008733224562419706,-4568.724366452143,-3.1645569620253164
5,A,gaussian_blur,contrast_low,-0.0025344800286573868,-43.916811888283476,-12.658227848101266
5,A,gaussian_blur,gaussian_noise,5.2829397596064476e-05,-45.40981079897047,3.1645569620253164
5,A,gaussian_blur,gaussian_blur,-0.00047275240739411877,18.340770336798098,-6.962025316455696
5,B,gaussian_blur,clean,0.0,0.0,0.0
5,B,gaussian_blur,brightness_dark,-0.008329011190627025,-3229.6786610308477,-2.5316455696202533
5,B,gaussian_blur,contrast_low,-0.002633936247388737,-31.319513566238122,-13.924050632911392
5,B,gaussian_blur,gaussian_noise,6.353216438479054e-05,-43.775088484676196,3.1645569620253164
5,B,gaussian_blur,gaussian_blur,-0.0004965614696287065,18.53526029733655,-6.962025316455696
6,A,clean,clean,0.0,0.0,0.0
6,A,clean,brightness_dark,-0.019447255923658195,-4223.851755734081,-4.980842911877395
6,A,clean,contrast_low,-0.0018649664930595789,-179.01845234917255,-25.67049808429119
6,A,clean,gaussian_noise,0.000295420226809067,-14.983217523929603,-3.4482758620689653
6,A,clean,gaussian_blur,-0.0009040135313083701,-22.377210808760143,-3.8314176245210727
6,B,clean,clean,0.0,0.0,0.0
6,B,clean,brightness_dark,-0.01984614680487877,-3020.725987686672,-5.363984674329502
6,B,clean,contrast_low,-0.0013021316976546573,-199.0745849550001,-29.118773946360154
6,B,clean,gaussian_noise,0.00033988705085805223,-14.796903816353211,-1.9157088122605364
6,B,clean,gaussian_blur,-0.0009063840718768509,-26.397396779372112,-4.21455938697318
6,A,brightness_dark,clean,0.0,0.0,0.0
6,A,brightness_dark,brightness_dark,-0.0026730166073536893,166.89872401889605,16.47509578544061
6,A,brightness_dark,contrast_low,-0.0015019863259836835,29.822581759031664,5.363984674329502
6,A,brightness_dark,gaussian_noise,0.00010712766397246918,-55.860370968435234,-9.578544061302683
6,A,brightness_dark,gaussian_blur,-0.0003037746750360048,32.35317250089736,9.195402298850574
6,B,brightness_dark,clean,0.0,0.0,0.0
6,B,brightness_dark,brightness_dark,-0.002737623690074189,165.45377262246342,17.24137931034483
6,B,brightness_dark,contrast_low,-0.0015231428435655528,28.6513401574594,-6.513409961685824
6,B,brightness_dark,gaussian_noise,0.00010549328904548635,-55.494050673803144,-7.662835249042145
6,B,brightness_dark,gaussian_blur,-0.0003288219769626531,35.17828803084495,9.578544061302683
6,A,contrast_low,clean,0.0,0.0,0.0
6,A,contrast_low,brightness_dark,-0.002604154426113379,-993.7812067622698,-0.3831417624521073
6,A,contrast_low,contrast_low,-0.0009009047958361668,91.66949689990048,4.980842911877395
6,A,contrast_low,gaussian_noise,6.374238478673734e-05,-71.72711059291734,-11.877394636015326
6,A,contrast_low,gaussian_blur,-0.00015644991797470538,48.72825707384437,3.4482758620689653
6,B,contrast_low,clean,0.0,0.0,0.0
6,B,contrast_low,brightness_dark,-0.0025910941402840903,-594.9864418761537,-0.3831417624521073
6,B,contrast_low,contrast_low,-0.0009680278423765979,90.49698942537495,2.681992337164751
6,B,contrast_low,gaussian_noise,5.7866749088041004e-05,-70.63975699104722,-7.2796934865900385
6,B,contrast_low,gaussian_blur,-0.00016660071470162637,50.83222226707986,3.4482758620689653
6,A,gaussian_noise,clean,0.0,0.0,0.0
6,A,gaussian_noise,brightness_dark,-0.02104224313083207,-3742.9987565356296,-9.195402298850574
6,A,gaussian_noise,contrast_low,-0.00026548821395799534,-401.1575281052661,-39.84674329501916
6,A,gaussian_noise,gaussian_noise,0.00021604492475170087,22.383285768287607,-1.5325670498084292
6,A,gaussian_noise,gaussian_blur,-0.0004948763862570424,-78.41530229154834,-13.409961685823754
6,B,gaussian_noise,clean,0.0,0.0,0.0
